Location,Date,year,Set #,Site,Species,Length,Weight (g),hatchery/wild,oto read,hatchery_site,freezer sample number
Kiliuda,5/24/2022,2022,369,Kil-2,pink salmon,59,1.7123,wild,n,.,NA
Kiliuda,5/24/2022,2022,366,Kil-4,pink salmon,59,1.7255,wild,n,.,NA
Kiliuda,5/24/2022,2022,366,Kil-4,pink salmon,59,1.8012,wild,n,.,NA
Kiliuda,5/24/2022,2022,366,Kil-4,pink salmon,59,1.9332,wild,n,.,NA
Kiliuda,5/24/2022,2022,366,Kil-4,pink salmon,60,1.8189,wild,n,.,NA
Kiliuda,5/24/2022,2022,366,Kil-4,pink salmon,60,1.823,wild,n,.,NA
Kiliuda,5/24/2022,2022,366,Kil-4,pink salmon,60,1.9622,wild,n,.,NA
Kiliuda,5/24/2022,2022,369,Kil-2,pink salmon,60,2.0323,wild,n,.,NA
Kiliuda,5/24/2022,2022,366,Kil-4,pink salmon,62,1.9387,wild,n,.,NA
Kiliuda,5/24/2022,2022,366,Kil-4,pink salmon,62,1.9455,wild,n,.,NA
Kiliuda,5/24/2022,2022,366,Kil-4,pink salmon,66,2.316,wild,n,.,NA
Kiliuda,5/24/2022,2022,369,Kil-2,pink salmon,74,3.3012,wild,n,.,NA
Kiliuda,5/24/2022,2022,369,Kil-2,pink salmon,83,4.8891,wild,n,.,NA
Cook,6/12/2022,2022,375,Lam South,pink salmon,33,0.3537,wild,n,.,NA
Cook,6/12/2022,2022,375,Lam South,pink salmon,37,0.4166,wild,n,.,NA
Cook,6/12/2022,2022,375,Lam South,pink salmon,43,0.512,wild,n,.,NA
Cook,6/12/2022,2022,372,Lam North,pink salmon,52,1.0541,hatchery,y,KRAA,22-02
Cook,6/12/2022,2022,372,Lam North,pink salmon,72,2.6961,wild,y,.,22-01
Chief Cove,7/2/2022,2022,376,.,pink salmon,43,0.6296,wild,y,.,22-17
Chief Cove,7/2/2022,2022,380,.,pink salmon,70,3.3889,hatchery,y,PWSAC,22-08
Chief Cove,7/2/2022,2022,380,.,pink salmon,74,3.0395,hatchery,y,VFDA,22-06
Chief Cove,7/2/2022,2022,376,.,pink salmon,78,3.5923,hatchery,y,CIAA,22-16
Chief Cove,7/2/2022,2022,380,.,pink salmon,79,3.7893,wild,y,.,22-07
Agripina,7/4/2022,2022,386,.,pink salmon,30,0.1469,wild,y,.,22-61
Agripina,7/4/2022,2022,386,.,pink salmon,32,0.17,unknown,n,.,22-60
Agripina,7/4/2022,2022,383,.,pink salmon,45,0.6466,unknown,n,.,22-140
Agripina,7/4/2022,2022,381,.,pink salmon,47,0.9721,unknown,n,.,22-81
Agripina,7/4/2022,2022,385,.,pink salmon,47,0.9844,hatchery,y,unsure,22-121
Agripina,7/4/2022,2022,382,.,pink salmon,48,0.9965,wild,y,.,22-62
Agripina,7/4/2022,2022,383,.,pink salmon,50,0.8673,hatchery,y,VFDA,22-146
Agripina,7/4/2022,2022,385,.,pink salmon,50,0.952,unknown,n,.,22-124
Agripina,7/4/2022,2022,381,.,pink salmon,50,0.9522,unknown,n,.,22-78
Agripina,7/4/2022,2022,383,.,pink salmon,51,1.0966,unknown,n,.,22-141
Agripina,7/4/2022,2022,385,.,pink salmon,52,1.048,unknown,n,.,22-118
Agripina,7/4/2022,2022,385,.,pink salmon,53,1.1238,unknown,n,.,22-126
Agripina,7/4/2022,2022,381,.,pink salmon,53,1.1785,wild,y,.,22-79
Agripina,7/4/2022,2022,382,.,pink salmon,53,1.3737,wild,y,.,22-64
Agripina,7/4/2022,2022,383,.,pink salmon,54,1.121,unknown,n,.,22-157
Agripina,7/4/2022,2022,385,.,pink salmon,54,1.1631,unknown,n,.,22-125
Agripina,7/4/2022,2022,385,.,pink salmon,54,1.2449,wild,y,.,22-119
Agripina,7/4/2022,2022,385,.,pink salmon,54,1.4281,hatchery,y,PWSAC,22-109
Agripina,7/4/2022,2022,381,.,pink salmon,54,1.4821,unknown,n,.,22-82
Agripina,7/4/2022,2022,381,.,pink salmon,55,1.2133,unknown,n,.,22-77
Agripina,7/4/2022,2022,381,.,pink salmon,55,1.2328,hatchery,y,CIAA,22-76
Agripina,7/4/2022,2022,385,.,pink salmon,55,1.3521,unknown,n,.,22-113
Agripina,7/4/2022,2022,385,.,pink salmon,56,1.373,unknown,n,.,22-114
Agripina,7/4/2022,2022,385,.,pink salmon,56,1.4136,unknown,n,.,22-120
Agripina,7/4/2022,2022,383,.,pink salmon,56,1.4582,wild,y,.,22-153
Agripina,7/4/2022,2022,385,.,pink salmon,57,1.2359,unknown,n,.,22-122
Agripina,7/4/2022,2022,385,.,pink salmon,57,1.4306,unknown,n,.,22-117
Agripina,7/4/2022,2022,385,.,pink salmon,57,1.4867,unknown,n,.,22-123
Agripina,7/4/2022,2022,383,.,pink salmon,57,1.5229,wild,y,.,22-131
Agripina,7/4/2022,2022,382,.,pink salmon,57,1.6905,wild,y,.,22-65
Agripina,7/4/2022,2022,385,.,pink salmon,58,1.5138,unknown,n,.,22-127
Agripina,7/4/2022,2022,381,.,pink salmon,58,1.5476,wild,y,.,22-83
Agripina,7/4/2022,2022,383,.,pink salmon,58,1.5612,hatchery,y,PWSAC,22-136
Agripina,7/4/2022,2022,383,.,pink salmon,58,1.6221,unknown,n,.,22-144
Agripina,7/4/2022,2022,383,.,pink salmon,59,1.5648,unknown,n,.,22-156
Agripina,7/4/2022,2022,383,.,pink salmon,60,1.5164,unknown,n,.,22-138
Agripina,7/4/2022,2022,383,.,pink salmon,60,1.6318,unknown,n,.,22-142
Agripina,7/4/2022,2022,383,.,pink salmon,60,1.638,unknown,n,.,22-132
Agripina,7/4/2022,2022,385,.,pink salmon,60,1.6923,wild,y,.,22-112
Agripina,7/4/2022,2022,381,.,pink salmon,60,1.7025,hatchery,y,PWSAC,22-80
Agripina,7/4/2022,2022,383,.,pink salmon,60,2.059,unknown,n,.,22-148
Agripina,7/4/2022,2022,383,.,pink salmon,61,1.5698,unknown,n,.,22-137
Agripina,7/4/2022,2022,382,.,pink salmon,61,1.9317,unknown,n,.,22-63
Agripina,7/4/2022,2022,383,.,pink salmon,62,1.8541,hatchery,y,PWSAC,22-150
Agripina,7/4/2022,2022,385,.,pink salmon,63,1.6838,unknown,n,.,22-116
Agripina,7/4/2022,2022,383,.,pink salmon,63,1.7137,wild,y,.,22-152
Agripina,7/4/2022,2022,383,.,pink salmon,63,1.767,unknown,n,.,22-133
Agripina,7/4/2022,2022,383,.,pink salmon,63,1.8196,unknown,n,.,22-130
Agripina,7/4/2022,2022,383,.,pink salmon,63,1.842,hatchery,y,KRAA,22-154
Agripina,7/4/2022,2022,383,.,pink salmon,63,1.9343,unknown,n,.,22-135
Agripina,7/4/2022,2022,383,.,pink salmon,63,1.9879,unknown,n,.,22-139
Agripina,7/4/2022,2022,385,.,pink salmon,63,2.0025,unknown,n,.,22-110
Agripina,7/4/2022,2022,383,.,pink salmon,63,2.1857,hatchery,y,KRAA,22-145
Agripina,7/4/2022,2022,384,.,pink salmon,64,1.8723,unknown,n,.,22-59
Agripina,7/4/2022,2022,383,.,pink salmon,66,1.9169,unknown,n,.,22-134
Agripina,7/4/2022,2022,383,.,pink salmon,66,2.0769,unknown,n,.,22-151
Agripina,7/4/2022,2022,383,.,pink salmon,66,2.1414,hatchery,y,VFDA,22-149
Agripina,7/4/2022,2022,383,.,pink salmon,66,2.2098,unknown,n,.,22-143
Agripina,7/4/2022,2022,383,.,pink salmon,67,2.1097,wild,y,.,22-129
Agripina,7/4/2022,2022,383,.,pink salmon,68,2.1476,unknown,n,.,22-155
Agripina,7/4/2022,2022,383,.,pink salmon,68,2.2777,hatchery,y,KRAA,22-147
Agripina,7/4/2022,2022,385,.,pink salmon,68,2.6177,unknown,n,.,22-111
Agripina,7/4/2022,2022,383,.,pink salmon,69,2.2986,wild,y,.,22-128
Agripina,7/4/2022,2022,385,.,pink salmon,70,3.1086,unknown,n,.,22-115
Port Wrangall,7/6/2022,2022,388,.,pink salmon,42,0.6109,hatchery,y,unsure,22-74
Port Wrangall,7/6/2022,2022,388,.,pink salmon,44,0.7371,wild,y,.,22-68
Port Wrangall,7/6/2022,2022,388,.,pink salmon,46,0.894,wild,y,.,22-69
Port Wrangall,7/6/2022,2022,388,.,pink salmon,47,0.9041,wild,y,.,22-71
Port Wrangall,7/6/2022,2022,388,.,pink salmon,47,0.9916,wild,y,.,22-73
Port Wrangall,7/6/2022,2022,388,.,pink salmon,49,1.0628,wild,y,.,22-70
Port Wrangall,7/6/2022,2022,389,.,pink salmon,52,1.1574,unknown,n,.,22-66
Port Wrangall,7/6/2022,2022,388,.,pink salmon,53,1.2856,wild,y,.,22-72
Port Wrangall,7/6/2022,2022,387,.,pink salmon,54,1.2841,wild,y,.,22-75
Port Wrangall,7/6/2022,2022,389,.,pink salmon,64,1.8369,hatchery,y,unsure,22-67
Mitrofania,7/8/2022,2022,396,.,pink salmon,53,1.572,wild,y,.,22-104
Mitrofania,7/8/2022,2022,396,.,pink salmon,55,1.6712,wild,y,.,22-100
Mitrofania,7/8/2022,2022,396,.,pink salmon,55,1.7187,hatchery,y,VFDA,22-106
Mitrofania,7/8/2022,2022,396,.,pink salmon,56,1.914,hatchery,y,KRAA,22-107
Mitrofania,7/8/2022,2022,396,.,pink salmon,57,1.9093,wild,y,.,22-99
Mitrofania,7/8/2022,2022,396,.,pink salmon,57,1.9641,wild,y,.,22-108
Mitrofania,7/8/2022,2022,396,.,pink salmon,58,1.9064,hatchery,y,KRAA,22-102
Mitrofania,7/8/2022,2022,396,.,pink salmon,59,2.0082,wild,y,.,22-101
Mitrofania,7/8/2022,2022,396,.,pink salmon,59,2.0307,wild,y,.,22-105
Mitrofania,7/8/2022,2022,396,.,pink salmon,62,2.4546,hatchery,y,unsure,22-103
Fox,7/10/2022,2022,401,.,pink salmon,37,0.4195,unknown,n,.,22-33
Fox,7/10/2022,2022,400,.,pink salmon,45,0.8052,unknown,n,.,22-49
Fox,7/10/2022,2022,400,.,pink salmon,50,1.1991,hatchery,y,VFDA,22-46
Fox,7/10/2022,2022,399,.,pink salmon,58,1.5377,unknown,n,.,22-55
Fox,7/10/2022,2022,399,.,pink salmon,58,1.5659,wild,y,.,22-52
Fox,7/10/2022,2022,398,.,pink salmon,59,1.4981,hatchery,y,PWSAC,22-91
Fox,7/10/2022,2022,397,.,pink salmon,60,1.5035,unknown,n,.,22-25
Fox,7/10/2022,2022,400,.,pink salmon,61,1.7241,hatchery,y,KRAA,22-43
Fox,7/10/2022,2022,398,.,pink salmon,62,1.9775,hatchery,y,PWSAC,22-97
Fox,7/10/2022,2022,401,.,pink salmon,63,1.7501,unknown,n,.,22-34
Fox,7/10/2022,2022,399,.,pink salmon,63,1.9753,unknown,n,.,22-58
Fox,7/10/2022,2022,398,.,pink salmon,63,2.053,unknown,n,.,22-88
Fox,7/10/2022,2022,401,.,pink salmon,63,2.0667,wild,y,.,22-42
Fox,7/10/2022,2022,398,.,pink salmon,64,1.7475,unknown,n,.,22-85
Fox,7/10/2022,2022,401,.,pink salmon,64,1.916,unknown,n,.,22-41
Fox,7/10/2022,2022,397,.,pink salmon,65,2.0016,unknown,n,.,22-26
Fox,7/10/2022,2022,401,.,pink salmon,65,2.1211,wild,y,.,22-39
Fox,7/10/2022,2022,400,.,pink salmon,65,2.2023,unknown,n,.,22-50
Fox,7/10/2022,2022,401,.,pink salmon,65,2.2123,unknown,n,.,22-28
Fox,7/10/2022,2022,401,.,pink salmon,65,2.3007,hatchery,y,PSWAC,22-32
Fox,7/10/2022,2022,399,.,pink salmon,66,2.1345,hatchery,y,KRAA,22-57
Fox,7/10/2022,2022,401,.,pink salmon,66,2.6022,unknown,n,.,22-40
Fox,7/10/2022,2022,401,.,pink salmon,67,2.5479,unknown,n,.,22-35
Fox,7/10/2022,2022,398,.,pink salmon,68,2.2269,wild,y,.,22-84
Fox,7/10/2022,2022,398,.,pink salmon,68,2.245,wild,y,.,22-96
Fox,7/10/2022,2022,400,.,pink salmon,69,2.2106,unknown,n,.,22-44
Fox,7/10/2022,2022,399,.,pink salmon,69,2.3171,wild,y,.,22-54
Fox,7/10/2022,2022,398,.,pink salmon,69,2.5813,unknown,n,.,22-95
Fox,7/10/2022,2022,398,.,pink salmon,69,2.7314,wild,y,.,22-90
Fox,7/10/2022,2022,401,.,pink salmon,70,2.2198,unknown,n,.,22-29
Fox,7/10/2022,2022,399,.,pink salmon,70,2.5428,wild,y,.,22-53
Fox,7/10/2022,2022,401,.,pink salmon,70,2.5983,wild,y,.,22-38
Fox,7/10/2022,2022,400,.,pink salmon,70,2.741,unknown,n,.,22-45
Fox,7/10/2022,2022,400,.,pink salmon,70,2.7508,unknown,n,.,22-48
Fox,7/10/2022,2022,398,.,pink salmon,71,2.6101,unknown,n,.,22-93
Fox,7/10/2022,2022,401,.,pink salmon,71,2.6609,unknown,n,.,22-31
Fox,7/10/2022,2022,399,.,pink salmon,73,2.6692,hatchery,y,VFDA,22-56
Fox,7/10/2022,2022,398,.,pink salmon,73,2.7988,wild,y,.,22-98
Fox,7/10/2022,2022,399,.,pink salmon,73,2.9016,unknown,n,.,22-51
Fox,7/10/2022,2022,401,.,pink salmon,73,2.9707,hatchery,y,unsure,22-36
Fox,7/10/2022,2022,401,.,pink salmon,74,2.7356,wild,y,.,22-30
Fox,7/10/2022,2022,398,.,pink salmon,74,2.7495,wild,y,.,22-92
Fox,7/10/2022,2022,398,.,pink salmon,74,2.8241,hatchery,y,KRAA,22-86
Fox,7/10/2022,2022,398,.,pink salmon,74,3.1507,wild,y,.,22-87
Fox,7/10/2022,2022,401,.,pink salmon,74,3.4523,unknown,n,.,22-37
Fox,7/10/2022,2022,398,.,pink salmon,75,2.8264,unknown,n,.,22-89
Fox,7/10/2022,2022,400,.,pink salmon,75,3.0772,unknown,n,.,22-47
Fox,7/10/2022,2022,401,.,pink salmon,76,3.7612,unknown,n,.,22-27
Fox,7/10/2022,2022,398,.,pink salmon,78,3.3675,unknown,n,.,22-94
Balboa,7/12/2022,2022,405,.,pink salmon,63,1.7015,wild,y,.,22-18
Balboa,7/12/2022,2022,403,.,pink salmon,70,2.8237,unknown,y,.,22-14
Balboa,7/12/2022,2022,403,.,pink salmon,73,2.7415,unknown,y,.,22-15
ALB,7/12/2022,2022,.,White Rock,pink salmon,75,4.2968,unknown,n,.,22-194
ALB,7/12/2022,2022,.,White Rock,pink salmon,76,4.8784,unknown,n,.,22-195
ALB,7/12/2022,2022,.,White Rock,pink salmon,82,4.9741,unknown,n,.,22-196
ALB,7/12/2022,2022,.,White Rock,pink salmon,86,7.2426,unknown,n,.,22-193
ALB,7/12/2022,2022,.,White Rock,pink salmon,89,5.566,unknown,n,.,NA
ALB,7/12/2022,2022,.,White Rock,pink salmon,89,7.4239,unknown,n,.,22-192
ALB,7/12/2022,2022,.,White Rock,pink salmon,93,8.7176,unknown,n,.,NA
ALB,7/13/2022,2022,.,Lam #2,pink salmon,46,0.8722,unknown,n,.,22-203
ALB,7/13/2022,2022,.,Lam #2,pink salmon,47,0.965,unknown,n,.,22-202
ALB,7/13/2022,2022,.,EG Patches,pink salmon,47,0.9696,unknown,n,.,22-161
ALB,7/13/2022,2022,.,Lam #2,pink salmon,52,1.1306,unknown,n,.,22-201
ALB,7/13/2022,2022,.,Lam #2,pink salmon,52,1.3599,unknown,n,.,22-199
ALB,7/13/2022,2022,.,Lam #2,pink salmon,53,1.1992,unknown,n,.,22-200
ALB,7/13/2022,2022,.,Lam #2,pink salmon,53,1.264,unknown,n,.,22-205
ALB,7/13/2022,2022,.,Lam #2,pink salmon,58,1.618,unknown,n,.,22-197
ALB,7/13/2022,2022,.,Lam #2,pink salmon,58,1.9302,wild,y,.,22-204
ALB,7/13/2022,2022,.,Lam #2,pink salmon,64,2.0053,unknown,n,.,22-206
ALB,7/13/2022,2022,.,EG Patches,pink salmon,65,2.2773,unknown,n,.,22-159
ALB,7/13/2022,2022,.,EG Patches,pink salmon,72,3.0071,unknown,n,.,22-158
ALB,7/13/2022,2022,.,White Rock,pink salmon,73,4.0439,unknown,n,.,22-189
ALB,7/13/2022,2022,.,Lam #2,pink salmon,74,2.956,hatchery,y,KRAA,22-198
ALB,7/13/2022,2022,.,White Rock,pink salmon,74,4.1194,unknown,n,.,NA
ALB,7/13/2022,2022,.,White Rock,pink salmon,75,3.9227,unknown,n,.,NA
ALB,7/13/2022,2022,.,EG Patches,pink salmon,77,3.6861,unknown,n,.,22-160
ALB,7/13/2022,2022,.,White Rock,pink salmon,77,4.8183,unknown,n,.,NA
ALB,7/13/2022,2022,.,White Rock,pink salmon,79,4.42421,unknown,n,.,NA
ALB,7/13/2022,2022,.,White Rock,pink salmon,79,4.7722,unknown,n,.,22-191
ALB,7/13/2022,2022,.,White Rock,pink salmon,92,8.7757,wild,y,.,22-190
ALB,7/14/2022,2022,.,Lam #2,pink salmon,44,0.8482,wild,y,.,22-163
ALB,7/14/2022,2022,.,Lam #1,pink salmon,49,0.9137,unknown,n,.,22-207
ALB,7/14/2022,2022,.,Lam #1,pink salmon,49,1.1987,unknown,n,.,22-180
ALB,7/14/2022,2022,.,Lam #1,pink salmon,54,1.7308,unknown,n,.,22-182
ALB,7/14/2022,2022,.,Lam #1,pink salmon,57,1.5451,unknown,n,.,22-226
ALB,7/14/2022,2022,.,Lam #1,pink salmon,57,1.5471,unknown,n,.,22-173
ALB,7/14/2022,2022,.,Lam #1,pink salmon,58,1.6011,unknown,n,.,22-224
ALB,7/14/2022,2022,.,Lam #1,pink salmon,58,1.9804,unknown,n,.,22-177
ALB,7/14/2022,2022,.,Lam #1,pink salmon,59,1.7489,unknown,n,.,22-225
ALB,7/14/2022,2022,.,Lam #1,pink salmon,59,1.9775,unknown,n,.,22-172
ALB,7/14/2022,2022,.,Lam #1,pink salmon,61,1.952,unknown,n,.,22-184
ALB,7/14/2022,2022,.,Lam #1,pink salmon,61,2.1081,unknown,n,.,22-181
ALB,7/14/2022,2022,.,Lam #1,pink salmon,62,2.1098,unknown,n,.,22-220
ALB,7/14/2022,2022,.,Back Bay EG,pink salmon,62,2.372,unknown,n,.,22-167
ALB,7/14/2022,2022,.,Lam #1,pink salmon,63,2.1825,unknown,n,.,22-210
ALB,7/14/2022,2022,.,Lam #1,pink salmon,64,2.1393,unknown,n,.,22-215
ALB,7/14/2022,2022,.,Lam #1,pink salmon,64,2.3189,unknown,n,.,22-169
ALB,7/14/2022,2022,.,Lam #1,pink salmon,64,2.3468,unknown,n,.,22-171
ALB,7/14/2022,2022,.,Lam #1,pink salmon,64,2.6385,unknown,n,.,22-216
ALB,7/14/2022,2022,.,Lam #1,pink salmon,65,1.8471,hatchery,y,KRAA,22-214
ALB,7/14/2022,2022,.,Lam #1,pink salmon,65,2.2273,unknown,n,.,22-221
ALB,7/14/2022,2022,.,Lam #1,pink salmon,65,2.328,unknown,n,.,22-222
ALB,7/14/2022,2022,.,Lam #1,pink salmon,65,2.4681,unknown,n,.,22-230
ALB,7/14/2022,2022,.,Lam #1,pink salmon,65,2.5737,unknown,n,.,22-231
ALB,7/14/2022,2022,.,Lam #1,pink salmon,66,2.3356,unknown,n,.,22-232
ALB,7/14/2022,2022,.,Lam #1,pink salmon,66,2.378,unknown,n,.,22-208
ALB,7/14/2022,2022,.,Lam #1,pink salmon,67,2.5907,wild,y,.,22-168
ALB,7/14/2022,2022,.,Lam #1,pink salmon,68,2.3895,unknown,n,.,22-170
ALB,7/14/2022,2022,.,Lam #1,pink salmon,68,2.6208,unknown,n,.,22-218
ALB,7/14/2022,2022,.,Lam #1,pink salmon,69,2.4785,unknown,n,.,22-187
ALB,7/14/2022,2022,.,Lam #1,pink salmon,69,2.5085,unknown,n,.,22-223
ALB,7/14/2022,2022,.,Lam #1,pink salmon,69,2.6304,hatchery,y,KRAA,22-217
ALB,7/14/2022,2022,.,Lam #1,pink salmon,69,3.0229,unknown,n,.,22-175
ALB,7/14/2022,2022,.,Lam #1,pink salmon,70,3.0418,unknown,n,.,22-188
ALB,7/14/2022,2022,.,Lam #1,pink salmon,70,3.0822,wild,y,.,22-209
ALB,7/14/2022,2022,.,Lam #1,pink salmon,72,2.8263,unknown,n,.,22-211
ALB,7/14/2022,2022,.,Lam #1,pink salmon,72,3.9904,unknown,n,.,22-213
ALB,7/14/2022,2022,.,Lam #1,pink salmon,73,3.1483,unknown,n,.,22-228
ALB,7/14/2022,2022,.,Lam #1,pink salmon,74,3.2091,unknown,n,.,22-186
ALB,7/14/2022,2022,.,Back Bay EG,pink salmon,74,3.6407,unknown,n,.,22-166
ALB,7/14/2022,2022,.,Lam #1,pink salmon,77,3.066,unknown,n,.,22-183
ALB,7/14/2022,2022,.,Lam #1,pink salmon,77,3.5201,hatchery,y,KRAA,22-178
ALB,7/14/2022,2022,.,Lam #1,pink salmon,78,3.2029,unknown,n,.,22-219
ALB,7/14/2022,2022,.,Lam #1,pink salmon,78,4.1128,unknown,n,.,22-229
ALB,7/14/2022,2022,.,Lam #1,pink salmon,79,4.5876,wild,y,.,22-174
ALB,7/14/2022,2022,.,Lam #1,pink salmon,80,4.3845,wild,y,.,22-179
ALB,7/14/2022,2022,.,Lam #1,pink salmon,81,3.9457,unknown,n,.,22-185
ALB,7/14/2022,2022,.,Lam #1,pink salmon,82,3.8531,unknown,n,.,22-227
ALB,7/14/2022,2022,.,Lam #1,pink salmon,83,4.5383,unknown,n,.,22-212
ALB,7/14/2022,2022,.,Lam #1,pink salmon,83,5.3468,unknown,n,.,22-176
Baralof,7/15/2022,2022,411,.,pink salmon,59,1.6522,hatchery,y,CIAA,22-23
Baralof,7/15/2022,2022,411,.,pink salmon,60,1.8812,hatchery,y,KRAA,22-20
Baralof,7/15/2022,2022,411,.,pink salmon,61,1.862,wild,y,.,22-24
Baralof,7/15/2022,2022,411,.,pink salmon,61,1.9301,wild,y,.,22-21
Baralof,7/15/2022,2022,411,.,pink salmon,63,1.7913,wild,y,.,22-19
Baralof,7/15/2022,2022,415,.,pink salmon,65,2.19545,hatchery,y,unsure,22-09
Baralof,7/15/2022,2022,411,.,pink salmon,67,2.4105,wild,y,.,22-22
Baralof,7/15/2022,2022,415,.,pink salmon,74,4.1186,wild,y,.,22-10
Cook,7/16/2022,2022,.,Middle Cove,pink salmon,78,4.6762,hatchery,y,KRAA,22-164
Cook,7/16/2022,2022,.,Middle Cove,pink salmon,80,4.9387,wild,y,.,22-165
Cook,7/17/2022,2022,.,EG North,pink salmon,96,7.5066,wild,y,.,22-162
Rodmans Reach,7/25/2022,2022,421,.,pink salmon,80,4.0072,hatchery,y,KRAA,22-03
Rodmans Reach,7/25/2022,2022,419,.,pink salmon,84,5.5747,wild,y,.,22-05
Rodmans Reach,7/25/2022,2022,419,.,pink salmon,85,4.8772,wild,y,.,22-04
Kiluda,8/4/2022,2022,439,.,pink salmon,54,1.3195,hatchery,y,PWSAC,22-13
Kiluda,8/4/2022,2022,439,.,pink salmon,68,2.4465,wild,y,.,22-11
Kiluda,8/4/2022,2022,439,.,pink salmon,69,2.772,hatchery,y,PWSAC,22-12
Cook,5/8/2023,2023,444,Lam North,pink salmon,38,0.3351,wild,n,.,NA
Cook,5/8/2023,2023,444,Lam North,pink salmon,43,0.5411,wild,n,.,NA
Cook,5/8/2023,2023,444,Lam North,pink salmon,45,0.6025,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,30,0.1852,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,30,0.1929,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,30,0.1985,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,30,0.199,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,30,0.1996,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,30,0.2113,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,31,0.1936,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,31,0.1954,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,31,0.209,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,31,0.21,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,31,0.212,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,31,0.2241,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,31,0.226,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,31,0.25,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,31,0.2747,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,32,0.1802,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,32,0.1829,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,32,0.2077,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,32,0.2136,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,32,0.2196,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,32,0.2219,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,32,0.2223,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,32,0.2237,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,32,0.2238,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,32,0.2251,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,32,0.2268,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,32,0.2277,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,32,0.2299,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,32,0.2382,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,32,0.2399,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,32,0.2413,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,32,0.2437,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,32,0.2543,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,32,0.257,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,32,0.2604,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,32,0.2703,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,33,0.1914,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,33,0.2054,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,33,0.2068,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,33,0.2162,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,33,0.2169,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,33,0.2214,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,33,0.2256,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,33,0.2269,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,33,0.2276,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,33,0.2278,wild,n,.,NA
