Location,Date,year,Set_num,Site,Species,Length,Weight,freez_samp_num,hatchery_wild,oto_read,hatchery_site
Agripina,7/4/2022,2022,382,.,pink salmon,57,1.6905,22-65,wild,y,.
Port Wrangall,7/6/2022,2022,388,.,pink salmon,44,0.7371,22-68,wild,y,.
Port Wrangall,7/6/2022,2022,388,.,pink salmon,46,0.894,22-69,wild,y,.
Port Wrangall,7/6/2022,2022,388,.,pink salmon,49,1.0628,22-70,wild,y,.
Port Wrangall,7/6/2022,2022,388,.,pink salmon,47,0.9041,22-71,wild,y,.
Port Wrangall,7/6/2022,2022,388,.,pink salmon,53,1.2856,22-72,wild,y,.
Port Wrangall,7/6/2022,2022,388,.,pink salmon,47,0.9916,22-73,wild,y,.
Port Wrangall,7/6/2022,2022,387,.,pink salmon,54,1.2841,22-75,wild,y,.
Agripina,7/4/2022,2022,381,.,pink salmon,53,1.1785,22-79,wild,y,.
Agripina,7/4/2022,2022,381,.,pink salmon,58,1.5476,22-83,wild,y,.
Fox,7/10/2022,2022,398,.,pink salmon,68,2.2269,22-84,wild,y,.
Fox,7/10/2022,2022,398,.,pink salmon,74,3.1507,22-87,wild,y,.
Fox,7/10/2022,2022,398,.,pink salmon,69,2.7314,22-90,wild,y,.
Fox,7/10/2022,2022,398,.,pink salmon,74,2.7495,22-92,wild,y,.
Fox,7/10/2022,2022,398,.,pink salmon,68,2.245,22-96,wild,y,.
Fox,7/10/2022,2022,398,.,pink salmon,73,2.7988,22-98,wild,y,.
Mitrofania,7/8/2022,2022,396,.,pink salmon,57,1.9093,22-99,wild,y,.
